Date,Open,High,Low,Close
14-May-2019,10426.76,10614.75,10370.30,10560.44,
15-May-2019,10587.61,10664.00,10273.45,10341.31,
16-May-2019,10373.13,10511.37,10279.85,10478.85,
17-May-2019,10444.38,10511.31,10348.45,10459.50,
20-May-2019,10692.82,10915.02,10645.31,10804.71,
21-May-2019,10844.10,10860.87,10581.22,10636.82,
22-May-2019,10670.82,10719.52,10518.04,10654.84,
23-May-2019,10811.56,10828.13,10444.20,10487.84,
24-May-2019,10541.77,10819.60,10409.44,10789.93,
27-May-2019,10791.54,11063.75,10724.96,11028.76,
28-May-2019,11050.33,11242.13,11044.48,11133.62,
29-May-2019,11149.21,11149.21,10882.45,10914.50,
30-May-2019,10958.84,10958.84,10838.13,10873.19,
31-May-2019,10969.44,11009.67,10667.30,10756.40,
3-June-2019,10764.11,10958.52,10704.99,10946.88,
4-June-2019,10956.17,11039.44,10905.77,10977.62,
6-June-2019,10981.92,11015.27,10791.92,10833.41,
7-June-2019,10849.69,10948.96,10726.90,10778.60,
10-June-2019,10904.85,10964.12,10740.82,10825.63,
11-June-2019,10881.48,10988.70,10794.48,10969.88,
12-June-2019,10983.62,11155.71,10934.82,11022.94,
13-June-2019,11024.61,11024.61,10836.08,10999.50,
14-June-2019,11006.47,11075.88,10888.78,10956.44,
17-June-2019,10940.38,10946.52,10600.88,10622.48,
18-June-2019,10631.82,10745.22,10540.88,10675.92,
19-June-2019,10772.58,10914.09,10619.79,10734.85,
20-June-2019,10747.56,10952.48,10667.02,10937.21,
21-June-2019,10934.57,10979.83,10870.24,10910.60,
24-June-2019,10915.75,10975.95,10732.98,10753.99,
25-June-2019,10699.27,10965.15,10609.30,10949.33,
26-June-2019,10874.89,11291.90,10858.59,11264.38,
27-June-2019,11283.54,11347.51,11198.09,11234.38,
28-June-2019,11274.70,11274.70,11029.96,11107.22,
1-July-2019,11184.96,11269.67,11030.89,11099.19,
2-July-2019,11120.01,11172.84,11019.07,11150.68,
3-July-2019,11166.71,11207.91,11050.31,11150.90,
4-July-2019,11156.25,11156.25,11003.79,11025.74,
5-July-2019,11074.87,11074.87,10575.20,10601.47,
8-July-2019,10561.32,10618.44,10353.46,10387.77,
9-July-2019,10420.20,10469.56,10315.35,10386.67,
10-July-2019,10369.56,10466.48,10173.98,10259.62,
11-July-2019,10378.12,10473.02,10288.85,10445.32,
12-July-2019,10470.72,10660.45,10373.61,10540.26,
15-July-2019,10567.72,10571.02,10373.67,10533.61,
16-July-2019,10535.78,10651.74,10486.78,10623.92,
17-July-2019,10638.81,10675.38,10556.03,10640.32,
18-July-2019,10625.05,10625.05,10363.12,10387.50,
19-July-2019,10416.92,10495.71,10212.74,10239.65,
22-July-2019,10253.77,10463.16,10223.90,10433.54,
23-July-2019,10449.41,10466.64,10351.77,10400.58,
24-July-2019,10392.70,10428.62,10060.25,10142.98,
25-July-2019,10178.90,10234.27,10029.30,10058.91,
26-July-2019,10105.69,10142.87,9968.37,10077.52,
29-July-2019,10064.65,10064.65,9744.54,9773.80,
30-July-2019,9804.78,9912.34,9384.69,9455.73,
31-July-2019,9402.74,9704.17,9334.51,9685.46,
1-August-2019,9660.49,9660.49,9286.37,9359.43,
2-August-2019,9243.03,9309.43,9067.18,9176.60,
5-August-2019,9094.36,9094.36,8805.35,9000.34,
6-August-2019,8825.91,9192.46,8825.91,9116.06,
7-August-2019,9100.27,9117.26,8837.10,8872.99,
8-August-2019,8868.18,8993.59,8743.51,8973.43,
9-August-2019,9022.64,9116.93,8870.30,8898.99,
13-August-2019,8904.74,8948.26,8728.07,8746.33,
14-August-2019,8861.42,9032.06,8815.35,8981.07,
16-August-2019,8916.51,8975.99,8766.06,8934.84,
19-August-2019,8999.35,9007.46,8869.42,8904.17,
20-August-2019,8906.69,8911.96,8701.69,8751.54,
21-August-2019,8746.39,8746.39,8469.92,8496.21,
22-August-2019,8447.15,8447.74,8151.88,8200.10,
23-August-2019,8178.74,8528.11,8119.74,8485.98,
26-August-2019,8618.16,8622.34,8081.52,8391.21,
27-August-2019,8468.63,8602.50,8414.16,8562.48,
28-August-2019,8546.49,8552.49,8214.35,8271.01,
29-August-2019,8218.84,8451.72,8159.44,8376.05,
30-August-2019,8484.25,8594.94,8343.33,8524.28,
3-September-2019,8455.32,8467.91,8224.61,8249.33,
4-September-2019,8241.70,8410.08,8177.19,8391.45,
5-September-2019,8482.90,8705.99,8482.90,8594.15,
6-September-2019,8627.20,8791.12,8527.36,8758.46,
9-September-2019,8728.54,8859.72,8622.20,8765.86,
11-September-2019,8830.16,9003.41,8819.39,8980.39,
12-September-2019,9036.83,9135.56,8944.13,8962.95,
13-September-2019,8947.64,9116.35,8870.68,9093.61,
16-September-2019,9012.16,9105.57,8986.11,9075.49,
17-September-2019,9074.21,9191.50,8802.89,8828.96,
18-September-2019,8871.65,8993.12,8827.61,8947.18,
19-September-2019,8931.15,8933.04,8685.54,8801.60,
20-September-2019,8806.61,9406.20,8715.05,9317.52,
23-September-2019,9540.06,9610.95,9308.76,9418.99,
24-September-2019,9434.84,9434.84,9243.52,9258.82,
25-September-2019,9194.82,9194.82,8955.55,9015.73,
26-September-2019,9038.25,9432.67,9025.82,9394.51,
27-September-2019,9416.80,9417.73,9103.13,9133.86,
30-September-2019,9070.33,9105.17,8875.92,9085.65,
1-October-2019,9138.91,9148.87,8762.01,8926.19,
3-October-2019,8866.49,8866.49,8623.84,8658.60,
4-October-2019,8720.63,8738.06,8517.22,8545.84,
7-October-2019,8595.75,8621.08,8428.50,8449.67,
9-October-2019,8438.36,8659.88,8378.35,8628.66,
10-October-2019,8609.16,8609.16,8476.46,8496.19,
11-October-2019,8565.93,8776.13,8558.81,8703.89,
14-October-2019,8803.75,8888.57,8760.11,8794.05,
15-October-2019,8767.75,9042.35,8679.08,8930.98,
16-October-2019,8970.23,9003.28,8862.96,8893.87,
17-October-2019,8860.28,9033.90,8757.27,8982.36,
18-October-2019,9020.82,9173.54,8936.46,9146.96,
22-October-2019,9164.85,9228.71,9046.74,9091.70,
23-October-2019,9119.70,9147.64,9005.31,9061.60,
24-October-2019,9030.58,9127.13,8981.87,8999.86,
25-October-2019,9021.16,9065.91,8940.10,8964.08,
27-October-2019,9056.56,9059.70,8982.42,9005.56,
29-October-2019,9047.06,9413.04,9031.78,9382.95,
30-October-2019,9417.88,9429.58,9313.45,9353.38,
31-October-2019,9405.36,9450.21,9268.74,9305.46,
1-November-2019,9259.20,9564.49,9231.89,9538.13,
4-November-2019,9629.75,9916.46,9619.92,9843.08,
5-November-2019,9910.07,9969.03,9727.06,9757.02,
6-November-2019,9751.33,9913.78,9725.26,9827.03,
7-November-2019,9880.90,9988.22,9685.36,9920.24,
8-November-2019,9916.10,9962.49,9724.66,9748.08,
11-November-2019,9719.91,9782.56,9694.92,9736.60,
13-November-2019,9755.34,9839.76,9484.35,9515.57,
14-November-2019,9578.53,9578.53,9305.07,9327.62,
15-November-2019,9351.10,9417.69,9276.90,9301.51,
18-November-2019,9337.22,9499.64,9292.39,9460.34,
19-November-2019,9500.59,9506.17,9351.32,9370.99,
20-November-2019,9426.41,9493.21,9339.27,9395.91,
21-November-2019,9384.96,9393.45,9174.85,9185.96,
22-November-2019,9175.83,9414.01,9157.35,9377.40,
25-November-2019,9467.69,9716.62,9439.75,9690.64,
26-November-2019,9742.76,9791.10,9559.83,9611.86,
27-November-2019,9649.39,9749.42,9630.68,9699.18,
28-November-2019,9693.54,9929.68,9683.49,9908.10,
29-November-2019,9877.50,9948.89,9722.08,9778.97,
2-December-2019,9807.28,9829.11,9732.56,9809.35,
3-December-2019,9810.18,9812.24,9519.09,9547.41,
4-December-2019,9473.49,9739.55,9361.27,9701.35,
5-December-2019,9723.26,9734.15,9438.60,9469.08,
6-December-2019,9488.37,9577.28,9367.97,9435.68,
9-December-2019,9444.84,9596.64,9415.55,9497.34,
10-December-2019,9502.57,9525.13,9348.61,9365.97,
11-December-2019,9398.08,9436.63,9246.05,9343.62,
12-December-2019,9412.75,9608.45,9379.75,9568.37,
13-December-2019,9734.03,9857.84,9717.04,9788.75,
16-December-2019,9845.98,9845.98,9633.73,9649.23,
17-December-2019,9694.82,9980.34,9688.35,9940.82,
18-December-2019,9948.69,10088.12,9876.78,10024.04,
19-December-2019,10024.09,10064.97,9952.54,10045.96,
20-December-2019,10058.70,10169.98,10017.25,10100.00,
23-December-2019,10139.68,10216.59,10047.91,10090.35,
24-December-2019,10129.13,10199.53,10107.92,10155.34,
26-December-2019,10178.46,10276.76,10153.12,10221.97,
27-December-2019,10242.55,10321.54,10155.69,10289.21,
30-December-2019,10317.49,10436.55,10195.47,10417.83,
31-December-2019,10405.57,10475.95,10368.15,10428.20,
1-January-2020,10442.96,10490.67,10319.96,10404.32,
2-January-2020,10494.82,10690.05,10491.47,10680.45,
3-January-2020,10668.27,10669.25,10549.38,10598.92,
6-January-2020,10558.66,10558.66,10265.77,10285.43,
7-January-2020,10347.62,10470.70,10275.15,10352.80,
8-January-2020,10258.33,10318.09,10165.74,10278.78,
9-January-2020,10454.90,10478.32,10355.70,10424.88,
10-January-2020,10467.16,10643.77,10415.94,10550.08,
13-January-2020,10596.43,10680.17,10562.41,10669.09,
14-January-2020,10704.07,10834.11,10681.24,10769.84,
15-January-2020,10724.57,10869.86,10655.82,10848.57,
16-January-2020,10858.01,10858.01,10656.29,10698.11,
17-January-2020,10709.94,10740.76,10608.71,10621.74,
20-January-2020,10668.40,10687.72,10506.51,10520.10,
21-January-2020,10491.15,10555.38,10356.74,10381.53,
22-January-2020,10356.70,10407.15,10189.92,10218.23,
23-January-2020,10235.81,10301.28,10196.39,10263.86,
24-January-2020,10266.73,10411.97,10217.42,10364.35,
27-January-2020,10253.90,10253.90,9984.53,10027.44,
28-January-2020,10057.05,10057.05,9704.75,9769.07,
29-January-2020,9864.37,9989.60,9839.79,9853.20,
30-January-2020,9868.38,9876.76,9693.52,9720.00,
31-January-2020,9798.21,9804.24,9459.99,9494.10,
1-February-2020,9500.35,9512.99,9077.95,9161.83,
3-February-2020,9153.97,9317.67,9076.01,9275.93,
4-February-2020,9382.72,9594.79,9311.12,9581.35,
5-February-2020,9610.54,9903.23,9548.09,9858.89,
6-February-2020,9925.10,10018.60,9836.35,9941.11,
7-February-2020,9931.24,10020.39,9831.27,10003.48,
10-February-2020,9910.05,9918.65,9642.23,9689.34,
11-February-2020,9747.53,9899.70,9746.69,9778.81,
12-February-2020,9847.89,9930.44,9786.91,9845.11,
13-February-2020,9888.32,9888.32,9719.99,9783.80,
14-February-2020,9808.33,9835.90,9628.39,9639.21,
17-February-2020,9670.80,9682.53,9530.09,9546.64,
18-February-2020,9520.64,9520.64,9269.77,9432.76,
19-February-2020,9540.34,9607.00,9476.24,9549.22,
20-February-2020,9561.06,9690.94,9464.48,9634.87,
24-February-2020,9574.14,9574.14,9065.77,9084.32,
25-February-2020,9154.61,9244.64,9061.86,9096.53,
26-February-2020,8985.39,9039.28,8896.79,8946.54,
27-February-2020,8936.06,8936.56,8716.81,8862.03,
28-February-2020,8630.08,8630.08,8184.41,8240.65,
2-March-2020,8436.32,8534.70,7963.73,8071.64,
3-March-2020,8221.39,8600.41,8218.21,8529.59,
4-March-2020,8539.47,8549.80,8262.95,8474.96,
5-March-2020,8574.94,8656.64,8379.78,8399.71,
6-March-2020,7992.49,8092.73,7837.50,8029.73,
9-March-2020,7761.50,7761.77,7367.45,7417.80,
11-March-2020,7498.40,7498.40,7238.84,7297.19,
12-March-2020,6903.60,6903.60,6486.31,6611.91,
13-March-2020,6244.97,7078.14,5702.33,6998.50,
16-March-2020,6780.00,6823.45,6320.42,6347.36,
17-March-2020,6396.85,6683.00,6246.81,6282.01,
18-March-2020,6486.05,6494.01,6037.64,6118.10,
19-March-2020,5746.64,5962.43,5625.83,5679.25,
20-March-2020,5832.75,6212.23,5717.03,6131.20,
23-March-2020,5728.63,5785.08,5336.05,5399.26,
24-March-2020,5655.60,5720.37,5361.15,5435.70,
25-March-2020,5406.32,5639.82,5388.18,5568.97,
26-March-2020,5655.08,5772.63,5505.26,5578.52,
27-March-2020,5676.02,5801.12,5504.87,5604.50,
30-March-2020,5542.80,5542.80,5343.45,5422.61,
31-March-2020,5538.23,5765.20,5535.87,5713.28,
1-April-2020,5720.77,5720.77,5515.93,5587.71,
3-April-2020,5624.45,5643.57,5381.81,5466.39,
7-April-2020,5637.57,5946.59,5608.65,5911.08,
8-April-2020,5843.36,6242.42,5761.18,5863.25,
9-April-2020,6002.16,6181.63,5995.08,6163.78,
13-April-2020,6203.68,6309.20,5993.05,6292.47,
15-April-2020,6388.28,6565.17,6276.44,6337.10,
16-April-2020,6318.29,6514.87,6233.50,6448.61,
17-April-2020,6621.58,6673.53,6454.56,6573.47,
20-April-2020,6679.51,6679.51,6330.59,6354.17,
21-April-2020,6254.55,6254.55,5954.25,6017.75,
22-April-2020,5998.06,6071.87,5834.18,6045.42,
23-April-2020,6124.55,6235.69,6071.06,6106.11,
24-April-2020,6080.38,6160.55,5909.22,5925.50,
27-April-2020,6052.02,6086.30,6001.51,6011.99,
28-April-2020,6065.09,6083.44,5966.16,5995.85,
29-April-2020,6062.43,6257.43,5993.91,6230.64,
30-April-2020,6379.46,6769.42,6374.43,6745.97,
4-May-2020,6494.11,6494.11,6153.81,6190.93,
5-May-2020,6316.06,6345.17,6094.01,6123.99,
6-May-2020,6197.84,6226.24,6081.95,6150.29,
7-May-2020,6083.76,6223.97,6056.20,6141.96,
8-May-2020,6314.94,6316.74,6052.59,6070.48,
11-May-2020,6170.56,6237.24,6109.53,6159.25,
12-May-2020,6089.73,6276.61,6005.97,6242.68,
13-May-2020,6573.66,6598.09,6357.71,6398.79,
14-May-2020,6299.00,6367.71,6206.12,6222.17,
15-May-2020,6296.48,6404.61,6221.12,6322.08,
18-May-2020,6362.92,6362.92,6052.24,6071.18,
19-May-2020,6144.04,6240.59,6091.58,6130.55,
20-May-2020,6092.52,6216.09,6088.62,6203.52,
21-May-2020,6243.36,6378.75,6184.54,6317.81,
22-May-2020,6265.33,6265.33,6145.09,6192.85,
26-May-2020,6254.33,6395.34,6239.53,6368.71,
27-May-2020,6404.00,6579.51,6372.00,6537.65,
28-May-2020,6562.35,6725.67,6553.90,6691.31,
29-May-2020,6610.82,6848.59,6586.43,6805.26,
1-June-2020,6883.81,7130.16,6883.81,7071.78,
2-June-2020,7134.86,7161.85,7011.01,7089.43,
3-June-2020,7166.94,7234.08,7043.39,7073.44,
4-June-2020,7112.28,7181.92,7033.66,7159.75,
5-June-2020,7246.29,7464.86,7233.02,7435.91,
8-June-2020,7494.31,7630.00,7340.91,7394.60,
9-June-2020,7444.96,7510.44,7271.14,7304.05,
10-June-2020,7275.30,7336.98,7206.60,7273.78,
11-June-2020,7275.50,7296.33,7034.89,7066.29,
12-June-2020,6835.93,7143.94,6773.52,7118.32,
15-June-2020,7141.15,7141.15,6924.89,6969.59,
16-June-2020,7106.07,7239.74,6932.50,7071.99,
17-June-2020,7042.05,7141.83,7000.24,7016.66,
18-June-2020,6990.83,7249.72,6984.36,7227.07,
19-June-2020,7313.92,7333.42,7194.42,7228.17,
22-June-2020,7261.73,7444.54,7217.11,7422.56,
23-June-2020,7458.67,7590.97,7444.76,7549.22,
24-June-2020,7660.72,7687.37,7357.49,7387.88,
25-June-2020,7319.40,7435.29,7278.41,7346.22,
26-June-2020,7403.01,7474.19,7364.59,7390.42,
29-June-2020,7361.05,7369.00,7103.11,7203.10,
30-June-2020,7258.34,7397.53,7188.91,7210.02,
1-July-2020,7243.98,7264.91,7152.38,7229.88,
2-July-2020,7271.84,7307.00,7212.99,7290.84,
3-July-2020,7318.22,7340.53,7223.24,7253.44,
6-July-2020,7300.97,7487.20,7274.51,7439.04,
7-July-2020,7468.09,7469.74,7300.03,7310.22,
8-July-2020,7340.36,7605.01,7336.69,7434.28,
9-July-2020,7498.76,7689.93,7490.61,7592.79,
10-July-2020,7559.32,7560.49,7441.47,7529.40,
13-July-2020,7594.35,7681.40,7565.61,7632.45,
14-July-2020,7615.23,7615.23,7405.35,7442.26,
15-July-2020,7497.71,7587.06,7427.17,7455.30,
16-July-2020,7457.30,7541.01,7321.29,7519.34,
17-July-2020,7580.56,7736.08,7568.41,7628.70,
20-July-2020,7674.48,7697.52,7594.74,7635.18,
21-July-2020,7702.12,7713.85,7577.62,7690.15,
22-July-2020,7742.33,7878.35,7586.21,7666.55,
23-July-2020,7692.84,7753.82,7665.92,7730.85,
24-July-2020,7675.47,7679.55,7508.78,7567.45,
27-July-2020,7564.49,7641.62,7484.58,7598.48,
28-July-2020,7606.39,7784.58,7606.39,7774.68,
29-July-2020,7791.34,7970.32,7733.64,7851.14,
30-July-2020,7862.44,7918.86,7710.52,7763.97,
31-July-2020,7773.36,7858.46,7727.41,7825.67,
3-August-2020,7850.43,7948.07,7774.09,7859.92,
4-August-2020,7913.65,7990.01,7863.19,7957.17,
5-August-2020,8009.86,8304.63,8000.17,8279.83,
6-August-2020,8289.54,8418.06,8235.24,8377.18,
7-August-2020,8389.89,8459.61,8343.02,8439.37,
10-August-2020,8450.69,8546.21,8374.31,8523.76,
11-August-2020,8589.09,8795.17,8589.09,8651.37,
12-August-2020,8612.81,8612.81,8470.16,8581.56,
13-August-2020,8684.17,8748.32,8601.03,8674.48,
14-August-2020,8685.78,8908.08,8645.30,8742.41,
17-August-2020,8784.81,9002.09,8770.91,8980.89,
18-August-2020,8997.37,9140.30,8941.54,9106.99,
19-August-2020,9166.51,9172.41,9087.93,9146.64,
20-August-2020,9040.46,9260.41,9008.97,9232.81,
21-August-2020,9312.42,9373.84,9168.67,9191.91,
24-August-2020,9254.54,9276.85,9159.01,9173.19,
25-August-2020,9204.71,9224.72,9069.52,9124.51,
26-August-2020,9158.90,9210.31,9119.54,9171.26,
27-August-2020,9201.21,9250.57,9114.06,9175.04,
28-August-2020,9207.35,9321.68,9139.95,9150.18,
31-August-2020,9183.98,9239.15,8791.34,8833.73,
1-September-2020,8832.97,9161.76,8832.97,9129.81,
2-September-2020,9189.26,9288.58,9109.45,9265.44,
3-September-2020,9253.86,9285.38,9162.65,9186.22,
4-September-2020,9028.69,9138.65,8879.62,8911.52,
7-September-2020,8968.87,9044.80,8872.82,8932.20,
8-September-2020,8961.73,8961.73,8626.52,8668.14,
9-September-2020,8555.86,8813.44,8401.51,8777.27,
10-September-2020,8862.98,8884.49,8576.36,8701.21,
11-September-2020,8730.58,8788.54,8624.87,8762.93,
14-September-2020,8804.76,8855.48,8682.68,8724.03,
15-September-2020,8765.66,8795.63,8702.57,8725.32,
16-September-2020,8747.02,8819.10,8721.48,8792.84,
17-September-2020,8772.53,8795.96,8637.74,8680.85,
18-September-2020,8714.31,8769.35,8613.02,8646.90,
21-September-2020,8647.09,8686.35,8199.26,8236.48,
22-September-2020,8216.93,8246.70,7980.34,8140.30,
23-September-2020,8192.71,8239.80,8015.26,8148.30,
24-September-2020,8025.59,8047.97,7843.45,7862.40,
25-September-2020,7933.22,8140.29,7860.39,8095.25,
28-September-2020,8189.11,8357.71,8163.62,8316.17,
29-September-2020,8391.73,8500.35,8338.72,8466.75,
30-September-2020,8484.16,8486.08,8252.45,8304.23,
1-October-2020,8366.11,8472.46,8351.48,8365.66,
5-October-2020,8440.80,8594.80,8427.05,8559.16,
6-October-2020,8623.13,8640.17,8464.71,8509.63,
7-October-2020,8527.47,8527.47,8165.74,8256.64,
8-October-2020,8274.24,8406.35,8132.87,8217.03,
9-October-2020,8209.87,8401.09,8188.91,8225.25,
12-October-2020,8170.81,8191.86,7863.15,7922.97,
13-October-2020,7936.78,8054.12,7922.32,7973.91,
14-October-2020,7971.79,8006.02,7858.99,7975.51,
15-October-2020,8012.78,8095.76,7889.30,7912.62,
16-October-2020,7961.53,8229.92,7913.53,8205.39,
19-October-2020,8264.15,8380.70,8165.86,8345.25,
20-October-2020,8307.35,8375.86,8252.97,8346.68,
21-October-2020,8406.73,8606.04,8394.94,8534.90,
22-October-2020,8578.65,8664.19,8487.40,8617.16,
23-October-2020,8647.20,8720.43,8619.44,8645.93,
26-October-2020,8649.89,8649.89,8280.15,8354.32,
27-October-2020,8321.22,8391.92,8229.48,8315.94,
28-October-2020,8238.86,8343.66,8110.05,8137.38,
29-October-2020,8071.68,8134.24,7976.97,8083.72,
30-October-2020,8111.16,8234.32,8030.57,8207.51,
2-November-2020,8238.15,8247.42,8139.85,8190.07,
3-November-2020,8234.58,8374.77,8234.58,8359.80,
4-November-2020,8339.10,8437.65,8236.28,8306.74,
5-November-2020,8391.63,8695.69,8369.13,8674.45,
6-November-2020,8673.19,8757.43,8625.01,8714.60,
9-November-2020,8739.84,8919.42,8733.32,8897.54,
10-November-2020,8962.81,9009.56,8848.05,8950.60,
11-November-2020,8964.44,9315.18,8919.25,9265.10,
12-November-2020,9288.80,9300.04,9160.14,9242.78,
13-November-2020,9212.72,9435.34,9132.04,9422.30,
14-November-2020,9474.71,9526.84,9414.59,9461.93,
17-November-2020,9551.65,9727.78,9548.02,9661.66,
18-November-2020,9635.33,9721.59,9565.87,9709.72,
19-November-2020,9598.93,9863.93,9559.59,9594.29,
20-November-2020,9662.13,9789.58,9507.49,9645.55,
23-November-2020,9700.71,9805.13,9666.64,9770.29,
24-November-2020,9850.81,9932.28,9759.00,9904.53,
25-November-2020,9950.50,10031.65,9785.84,9811.12,
26-November-2020,9846.32,10242.39,9771.20,10216.10,
27-November-2020,10238.54,10353.75,10131.30,10218.88,
1-December-2020,10336.70,10398.35,10236.86,10372.53,
2-December-2020,10403.20,10696.44,10394.55,10637.06,
3-December-2020,10716.46,10925.11,10710.64,10906.00,
4-December-2020,10946.85,11155.38,10818.74,11039.15,
7-December-2020,11050.80,11198.01,10981.70,11051.83,
8-December-2020,11097.03,11128.48,10805.60,10979.94,
9-December-2020,11082.39,11102.22,10977.23,10995.22,
10-December-2020,10946.25,11060.36,10816.78,11023.54,
11-December-2020,11062.01,11257.19,11062.01,11159.60,
14-December-2020,11263.59,11424.63,11214.58,11288.49,
15-December-2020,11306.35,11368.43,11123.43,11352.11,
16-December-2020,11434.64,11594.55,11434.64,11550.34,
17-December-2020,11581.25,11607.91,11342.10,11386.09,
18-December-2020,11423.78,11464.61,11233.98,11370.86,
21-December-2020,11279.54,11355.75,10506.59,10682.86,
22-December-2020,10633.92,10954.82,10487.00,10868.61,
23-December-2020,10867.26,11173.00,10762.91,11143.67,
24-December-2020,11273.91,11615.45,11244.08,11294.57,
28-December-2020,11417.26,11576.16,11378.85,11549.15,
29-December-2020,11616.75,11630.89,11337.26,11397.16,
30-December-2020,11427.37,11583.22,11293.25,11539.02,
31-December-2020,11539.87,11697.63,11461.02,11599.41,
1-January-2021,11616.17,11654.97,11551.77,11606.63,
4-January-2021,11696.82,12292.54,11696.82,12226.52,
5-January-2021,12128.98,12169.59,11974.09,12060.63,
6-January-2021,12114.65,12436.79,12107.29,12318.81,
7-January-2021,12429.54,12854.84,12427.79,12774.31,
8-January-2021,12864.37,12903.44,12598.02,12657.93,
11-January-2021,12675.11,12676.88,12354.14,12512.27,
12-January-2021,12508.89,12865.67,12452.53,12593.60,
13-January-2021,12707.87,12816.74,12384.02,12624.24,
14-January-2021,12616.74,12642.02,12425.93,12468.18,
15-January-2021,12528.78,12621.85,12242.95,12345.75,
18-January-2021,12326.38,12353.14,11745.05,11834.90,
19-January-2021,11909.26,12228.43,11857.16,12190.74,
20-January-2021,12244.70,12356.77,12161.15,12294.33,
21-January-2021,12331.41,12384.19,11910.02,11997.95,
22-January-2021,12017.91,12085.49,11473.87,11545.60,
25-January-2021,11723.32,11783.25,11308.25,11567.21,
27-January-2021,11588.17,11588.17,11241.98,11273.72,
28-January-2021,11063.55,11281.60,11056.23,11232.86,
29-January-2021,11315.66,11377.18,10972.91,11031.12,
1-February-2021,11043.57,11671.77,11021.30,11603.90,
2-February-2021,11704.86,11877.88,11600.94,11815.03,
3-February-2021,11858.93,12174.28,11797.98,11999.18,
4-February-2021,12054.83,12296.71,11995.39,12236.38,
5-February-2021,12321.45,12425.81,11999.16,12327.11,
8-February-2021,12455.41,12720.61,12365.79,12696.98,
9-February-2021,12779.02,12864.33,12512.24,12618.99,
10-February-2021,12734.64,12835.92,12458.73,12655.63,
11-February-2021,12590.88,12846.45,12572.54,12785.90,
12-February-2021,12764.67,12777.18,12490.16,12543.01,
15-February-2021,12634.86,12650.03,12461.91,12489.44,
16-February-2021,12518.50,13016.46,12514.69,12874.69,
17-February-2021,12851.44,12977.95,12746.55,12915.83,
18-February-2021,12982.37,13172.89,12936.02,13080.03,
19-February-2021,13091.60,13091.84,12590.50,12806.51,
22-February-2021,12822.81,13360.90,12820.14,13093.76,
23-February-2021,13193.60,13647.62,13117.88,13579.02,
24-February-2021,13695.98,13833.79,13184.76,13635.88,
25-February-2021,13757.53,14167.01,13743.26,14096.11,
26-February-2021,13858.21,14163.62,13633.25,13719.16,
1-March-2021,13914.29,14094.15,13645.37,14004.16,
2-March-2021,14121.79,14163.45,13917.87,14093.49,
3-March-2021,14182.79,14625.09,14182.79,14548.92,
4-March-2021,14301.20,14363.48,14092.78,14212.65,
5-March-2021,14095.58,14180.41,13707.38,13905.84,
8-March-2021,14108.94,14232.10,14022.30,14058.97,
9-March-2021,14162.12,14243.98,13561.41,13744.54,
10-March-2021,13861.47,14050.00,13697.31,13994.97,
12-March-2021,14176.01,14266.38,13695.99,13871.57,
15-March-2021,13892.56,14121.33,13697.78,14078.43,
16-March-2021,14156.32,14166.43,13843.08,13986.58,
17-March-2021,14016.70,14017.18,13613.11,13670.37,
18-March-2021,13804.98,13949.29,13534.87,13626.90,
19-March-2021,13535.39,13989.49,13234.85,13879.28,
22-March-2021,13870.39,13995.62,13733.69,13959.24,
23-March-2021,14005.02,14042.14,13823.70,13856.46,
24-March-2021,13760.83,13760.83,13441.35,13474.82,
25-March-2021,13518.01,13582.39,13129.30,13467.62,
26-March-2021,13596.96,14016.19,13574.06,13937.34,
30-March-2021,14125.67,14355.09,14114.15,14291.59,
31-March-2021,14266.31,14541.48,14172.42,14350.61,
1-April-2021,14492.90,15189.86,14454.95,15127.33,
5-April-2021,15174.21,15325.93,14803.63,15272.59,
6-April-2021,15412.42,15579.32,15257.12,15409.85,
7-April-2021,15468.40,15727.01,15436.36,15643.34,
8-April-2021,15809.37,16709.89,15796.41,16338.00,
9-April-2021,16420.23,16569.32,15883.55,16156.39,
12-April-2021,15742.87,15868.92,15126.89,15243.56,
13-April-2021,15294.82,15815.58,15261.52,15778.85,
15-April-2021,15882.22,16270.84,15738.87,16013.15,
16-April-2021,16106.21,16370.59,16008.39,16107.03,
19-April-2021,15715.25,16025.39,15533.83,15880.28,
20-April-2021,16100.65,16199.88,15744.03,15928.15,
22-April-2021,15932.80,16373.88,15885.81,16225.12,
23-April-2021,16280.07,16482.06,15972.82,16155.95,
26-April-2021,16313.27,16681.98,16313.20,16506.63,
27-April-2021,16651.44,17013.37,16625.09,16973.71,
28-April-2021,17124.09,17126.68,16719.26,16924.08,
29-April-2021,17108.86,17864.90,17108.48,17809.63,
30-April-2021,17703.53,18137.47,17557.88,17821.58,
3-May-2021,17749.99,18172.87,17594.64,18082.57,
4-May-2021,18232.45,18431.81,17834.24,17965.35,
5-May-2021,18189.62,18285.17,17925.92,18170.13,
6-May-2021,18272.94,18765.09,18137.51,18668.22,
7-May-2021,18967.97,19847.62,18966.91,19655.48,
10-May-2021,20054.30,20401.34,19950.93,20348.39,
11-May-2021,19882.91,20429.36,19678.40,20129.75,
12-May-2021,20260.44,20368.04,19226.29,19480.98,
14-May-2021,19701.20,19701.20,18332.05,18777.06,
17-May-2021,18921.96,19203.00,18526.37,19140.10,
18-May-2021,19444.97,19749.53,19220.09,19435.71,
